Index,URL,Text,Type,Domain,IsExternal
129,https://x.com/queenhaley___/status/1856205471692005489,"Nov 12, 2024",link,x.com,false
130,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
131,https://x.com/queenhaley___/status/1856205471692005489/analytics,5,link,x.com,false
132,https://x.com/queenhaley___,,link,x.com,false
133,https://x.com/queenhaley___,Haley nia,link,x.com,false
134,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
135,https://x.com/queenhaley___/status/1855978737528869005,"Nov 11, 2024",link,x.com,false
136,https://x.com/IsabelMiguel_,@IsabelMiguel_,link,x.com,false
137,https://x.com/queenhaley___/status/1855978737528869005/analytics,6,link,x.com,false
138,https://x.com/queenhaley___,,link,x.com,false
139,https://x.com/queenhaley___,Haley nia,link,x.com,false
140,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
141,https://x.com/queenhaley___/status/1833601965915574711,"Sep 10, 2024",link,x.com,false
142,https://x.com/riahdasav,@riahdasav,link,x.com,false
143,https://x.com/queenhaley___/status/1833601965915574711/analytics,13,link,x.com,false
144,https://x.com/YoDingle_,,link,x.com,false
145,https://x.com/YoDingle_,,link,x.com,false
146,https://x.com/YoDingle_,@YoDingle_,link,x.com,false
147,https://x.com/YoDingle_/status/1833520642483790159,"Sep 10, 2024",link,x.com,false
148,https://x.com/YoDingle_/status/1833520642483790159/analytics,2K,link,x.com,false
149,https://x.com/queenhaley___,,link,x.com,false
150,https://x.com/queenhaley___,Haley nia,link,x.com,false
151,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
152,https://x.com/queenhaley___/status/1833525194872525237,"Sep 10, 2024",link,x.com,false
153,https://x.com/queenhaley___/status/1833525194872525237/analytics,25,link,x.com,false
154,https://x.com/queenhaley___,,link,x.com,false
155,https://x.com/queenhaley___,Haley nia,link,x.com,false
156,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
157,https://x.com/queenhaley___/status/1830157732655116299,"Sep 1, 2024",link,x.com,false
158,https://x.com/hashtag/HaleyAssignments?src=hashtag_click,#HaleyAssignments,link,x.com,false
159,https://x.com/queenhaley___/status/1830157732655116299/analytics,409,link,x.com,false
160,https://x.com/LookN2MyLife,,link,x.com,false
161,https://x.com/LookN2MyLife,Mr. Burns,link,x.com,false
162,https://x.com/LookN2MyLife,@LookN2MyLife,link,x.com,false
163,https://x.com/LookN2MyLife/status/1833409465217126561,"Sep 10, 2024",link,x.com,false
164,https://x.com/LookN2MyLife/status/1833409465217126561/analytics,25,link,x.com,false
165,https://x.com/queenhaley___,,link,x.com,false
166,https://x.com/queenhaley___,Haley nia,link,x.com,false
167,https://x.com/queenhaley___,@queenhaley___,link,x.com,false
168,https://x.com/queenhaley___/status/1833422256380203257,"Sep 10, 2024",link,x.com,false
169,https://x.com/LookN2MyLife,@LookN2MyLife,link,x.com,false
170,https://x.com/queenhaley___/status/1833422256380203257/analytics,14,link,x.com,false
171,https://x.com/joceeybaby,,link,x.com,false
172,https://x.com/joceeybaby,✧ ☽ jocey ☾ ✧,link,x.com,false
173,https://x.com/joceeybaby,@joceeybaby,link,x.com,false
174,https://x.com/LOLABR0WN_,,link,x.com,false
175,https://x.com/LOLABR0WN_,NUNU,link,x.com,false
176,https://x.com/LOLABR0WN_,@LOLABR0WN_,link,x.com,false
177,https://x.com/da_donnnnnn,,link,x.com,false
178,https://x.com/da_donnnnnn,DA D O N,link,x.com,false
179,https://x.com/da_donnnnnn,@da_donnnnnn,link,x.com,false
180,https://x.com/i/connect_people?user_id=1460887925227413507,Show more,link,x.com,false
181,https://x.com/explore/tabs/for-you,Show more,link,x.com,false
182,https://x.com/tos,Terms of Service,link,x.com,false
183,https://x.com/privacy,Privacy Policy,link,x.com,false
184,https://support.x.com/articles/20170514,Cookie Policy,link,support.x.com,true
185,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,Haley nia,image,pbs.twimg.com,true
186,https://pbs.twimg.com/profile_banners/1460887925227413507/1650468032/600x200,,image,pbs.twimg.com,true
187,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_200x200.jpg,Opens profile photo,image,pbs.twimg.com,true
188,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
189,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
190,https://pbs.twimg.com/profile_images/1364545561769181186/w9NFRO5y_normal.jpg,,image,pbs.twimg.com,true
191,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
192,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
193,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
194,https://abs-0.twimg.com/emoji/v2/svg/1f493.svg,💓,image,abs-0.twimg.com,true
195,https://pbs.twimg.com/profile_images/1935567655273996288/2u2Ycb6q_normal.jpg,,image,pbs.twimg.com,true
196,https://pbs.twimg.com/profile_images/1836886087534329856/24lklDNb_normal.jpg,,image,pbs.twimg.com,true
197,https://abs-0.twimg.com/emoji/v2/svg/1fae7.svg,🫧,image,abs-0.twimg.com,true
198,https://abs-0.twimg.com/emoji/v2/svg/1f985.svg,🦅,image,abs-0.twimg.com,true
199,https://pbs.twimg.com/profile_images/1835707427808792577/BAg_4-kq_normal.jpg,,image,pbs.twimg.com,true
200,https://abs-0.twimg.com/emoji/v2/svg/1f9b9-1f3fe.svg,🦹🏾,image,abs-0.twimg.com,true
201,https://pbs.twimg.com/profile_images/1935328555358945280/VjCqz33X_normal.jpg,,image,pbs.twimg.com,true
202,https://abs-0.twimg.com/emoji/v2/svg/1f90d.svg,🤍,image,abs-0.twimg.com,true
203,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,🙄,image,abs-0.twimg.com,true
204,https://abs-0.twimg.com/emoji/v2/svg/1f629.svg,😩,image,abs-0.twimg.com,true
205,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
206,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
207,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
208,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
209,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
210,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
211,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
212,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
213,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
214,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
215,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
216,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
217,https://pbs.twimg.com/profile_images/1660714896898621441/b9dQIyIP_normal.jpg,,image,pbs.twimg.com,true
218,https://abs-0.twimg.com/emoji/v2/svg/1f4ab.svg,💫,image,abs-0.twimg.com,true
219,https://abs-0.twimg.com/emoji/v2/svg/1f92b.svg,🤫,image,abs-0.twimg.com,true
220,https://abs-0.twimg.com/emoji/v2/svg/1f926-1f3fe-200d-2642-fe0f.svg,🤦🏾‍♂️,image,abs-0.twimg.com,true
221,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
222,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
223,https://pbs.twimg.com/profile_images/1916063955245772800/llHC9gFH_normal.jpg,,image,pbs.twimg.com,true
224,https://pbs.twimg.com/profile_images/1672426299065786368/9xjQVw8w_normal.jpg,,image,pbs.twimg.com,true
225,https://pbs.twimg.com/profile_images/1837454295652065280/_aehJ-11_mini.jpg,,image,pbs.twimg.com,true
226,https://pbs.twimg.com/profile_images/1921945649014071296/AlRNL5Lt_normal.jpg,,image,pbs.twimg.com,true
227,https://pbs.twimg.com/profile_images/1837454295652065280/_aehJ-11_normal.jpg,,image,pbs.twimg.com,true
228,https://pbs.twimg.com/profile_images/1937218556023939072/_lemzaTI_normal.jpg,,image,pbs.twimg.com,true
229,https://pbs.twimg.com/profile_images/1937698609790873600/fh2ewu_r_normal.jpg,,image,pbs.twimg.com,true
230,https://pbs.twimg.com/profile_images/1908071382035865600/4mGt8w-9_normal.jpg,,image,pbs.twimg.com,true
231,https://abs-0.twimg.com/emoji/v2/svg/1f338.svg,🌸,image,abs-0.twimg.com,true
232,https://pbs.twimg.com/profile_images/1936321606718050304/bfOOa45h_normal.jpg,,image,pbs.twimg.com,true
233,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,✨,image,abs-0.twimg.com,true
